start_time,end_time,dx_range,dy_range,dz_range
414.9,414.991,"(-0.009099999999999886, -0.008099999999999996)","(-0.08910000000000018, -0.08579999999999988)","(0.11229999999999984, 0.11240000000000007)"
417.56300000000016,417.593,"(-0.009000000000000119, -0.009000000000000119)","(-0.08430000000000026, -0.08430000000000026)","(0.11560000000000015, 0.11560000000000015)"
418.591,418.621,"(-0.008799999999999919, -0.008799999999999919)","(-0.08790000000000031, -0.08790000000000031)","(0.10740000000000016, 0.10740000000000016)"
419.19599999999997,419.65,"(-0.009100000000000108, -0.008799999999999919)","(-0.09019999999999984, -0.08840000000000002)","(0.10970000000000013, 0.11229999999999984)"
420.345,420.981,"(-0.008399999999999963, -0.0057999999999998044)","(-0.09149999999999993, -0.08179999999999987)","(0.10840000000000004, 0.11589999999999988)"
421.67699999999996,421.73800000000006,"(-0.008899999999999908, -0.008299999999999974)","(-0.08479999999999999, -0.0828000000000002)","(0.109, 0.11000000000000032)"
422.585,422.615,"(-0.00890000000000013, -0.00890000000000013)","(-0.08320000000000016, -0.08320000000000016)","(0.11430000000000007, 0.11430000000000007)"
423.159,423.19,"(-0.006599999999999939, -0.006599999999999939)","(-0.08630000000000004, -0.08630000000000004)","(0.11629999999999985, 0.11629999999999985)"
424.037,425.066,"(-0.008899999999999908, -0.004499999999999949)","(-0.08949999999999969, -0.07859999999999978)","(0.10729999999999996, 0.11909999999999997)"
426.275,426.639,"(-0.008999999999999897, -0.00780000000000003)","(-0.08740000000000014, -0.0812999999999997)","(0.10969999999999967, 0.10999999999999988)"
405.612,408.426,"(-0.08389999999999986, 0.02839999999999998)","(-0.08919999999999995, -0.040900000000000165)","(0.1131000000000002, 0.13329999999999975)"
432.145,434.293,"(-0.08990000000000009, 0.03739999999999988)","(-0.11529999999999994, -0.045800000000000285)","(0.08469999999999978, 0.1431)"
432.205,434.293,"(-0.08990000000000009, 0.03739999999999988)","(-0.11529999999999994, -0.045800000000000285)","(0.08469999999999978, 0.1431)"
432.599,434.293,"(-0.08990000000000009, 0.03739999999999988)","(-0.11529999999999994, -0.045800000000000285)","(0.08469999999999978, 0.1431)"
463.156,463.852,"(-0.07889999999999997, 0.04049999999999998)","(-0.10379999999999988, -0.04979999999999984)","(0.09830000000000004, 0.1402000000000001)"
463.095,463.852,"(-0.07889999999999997, 0.04049999999999998)","(-0.10410000000000008, -0.04979999999999984)","(0.09120000000000016, 0.1402000000000001)"
509.566,510.686,"(-0.08400000000000007, 0.051100000000000145)","(-0.11090000000000022, -0.03489999999999993)","(0.09670000000000024, 0.16290000000000004)"
509.597,510.716,"(-0.08400000000000007, 0.051100000000000145)","(-0.11090000000000022, -0.03489999999999993)","(0.09670000000000024, 0.16290000000000004)"
15.752,17.295,"(-0.09310000000000017, 0.03930000000000011)","(-0.12560000000000016, -0.0394000000000001)","(0.0939000000000001, 0.1524000000000001)"
17.113,18.656,"(-0.08299999999999996, 0.04049999999999998)","(-0.1160000000000001, -0.0472999999999999)","(0.11210000000000032, 0.14159999999999995)"
17.113,18.929000000000002,"(-0.08299999999999996, 0.04049999999999998)","(-0.11649999999999985, -0.0472999999999999)","(0.09629999999999984, 0.14159999999999995)"
17.113,18.929,"(-0.08299999999999996, 0.04049999999999998)","(-0.11649999999999985, -0.0472999999999999)","(0.09629999999999984, 0.14159999999999995)"
17.083,18.929000000000002,"(-0.08299999999999996, 0.04049999999999998)","(-0.11649999999999985, -0.0472999999999999)","(0.09629999999999984, 0.14159999999999995)"
17.083,18.929,"(-0.08299999999999996, 0.04049999999999998)","(-0.11649999999999985, -0.0472999999999999)","(0.09629999999999984, 0.14159999999999995)"
19.473,19.503,"(-0.042999999999999934, -0.042999999999999934)","(-0.08099999999999996, -0.08099999999999996)","(0.11260000000000005, 0.11260000000000005)"
16.811,16.992,"(-0.0040999999999999925, -0.0027999999999999137)","(-0.08219999999999983, -0.07450000000000001)","(0.11370000000000012, 0.12119999999999995)"
49.758,50.333,"(-0.053399999999999885, -0.043299999999999894)","(-0.08889999999999976, -0.06950000000000013)","(0.10179999999999988, 0.10980000000000034)"
37.111,37.747,"(-0.06089999999999995, -0.04400000000000004)","(-0.09630000000000004, -0.06510000000000016)","(0.09600000000000007, 0.11240000000000007)"
19.291,21.076,"(-0.06800000000000006, 0.007400000000000073)","(-0.10359999999999993, -0.060899999999999725)","(0.08850000000000025, 0.13450000000000004)"
16.72,18.021,"(-0.0823999999999998, 0.01639999999999997)","(-0.0927, -0.0490999999999997)","(0.09089999999999998, 0.1328999999999998)"
16.66,18.384,"(-0.0823999999999998, 0.01639999999999997)","(-0.10339999999999994, -0.0490999999999997)","(0.08450000000000024, 0.1328999999999998)"
14.36,16.327,"(-0.10239999999999982, 0.023199999999999887)","(-0.1088, -0.044399999999999995)","(0.07669999999999977, 0.14150000000000018)"
11.819,12.151,"(0.00990000000000002, 0.04200000000000004)","(-0.09309999999999974, -0.07489999999999998)","(0.12340000000000018, 0.14319999999999974)"
11.819,13.906,"(-0.11969999999999993, 0.04279999999999995)","(-0.11689999999999978, -0.02849999999999975)","(0.07030000000000003, 0.14769999999999994)"
11.819,13.905999999999999,"(-0.11969999999999993, 0.04279999999999995)","(-0.11689999999999978, -0.02849999999999975)","(0.07030000000000003, 0.14769999999999994)"
12.424000000000001,15.177,"(-0.13480000000000006, 0.043199999999999905)","(-0.12270000000000005, -0.025400000000000308)","(0.06549999999999967, 0.1554000000000002)"
12.424,15.177,"(-0.13480000000000006, 0.043199999999999905)","(-0.12270000000000005, -0.025400000000000308)","(0.06549999999999967, 0.1554000000000002)"
30.969,31.424,"(-0.01760000000000006, -0.010399999999999965)","(-0.042999999999999934, -0.03820000000000001)","(0.021299999999999875, 0.02189999999999981)"
30.607,31.424,"(-0.021099999999999897, -0.010399999999999965)","(-0.04930000000000012, -0.029400000000000093)","(0.019600000000000062, 0.02189999999999981)"
30.607,31.424,"(-0.021099999999999897, -0.010399999999999965)","(-0.04930000000000012, -0.029400000000000093)","(0.019299999999999873, 0.02189999999999981)"
43.163000000000004,45.613,"(-0.0472999999999999, -0.014000000000000012)","(-0.06309999999999992, -0.018899999999999917)","(-0.02839999999999998, 0.03290000000000015)"
30.153,31.424,"(-0.021099999999999897, -0.010399999999999965)","(-0.04930000000000012, -0.0262)","(0.016699999999999937, 0.02189999999999981)"
32.845,32.876,"(-0.009399999999999851, -0.009399999999999851)","(-0.05510000000000015, -0.05510000000000015)","(0.016999999999999904, 0.016999999999999904)"
43.163,45.008,"(-0.0472999999999999, -0.014000000000000012)","(-0.06309999999999992, -0.018899999999999917)","(-0.028200000000000006, 0.03290000000000015)"
43.163000000000004,43.31399999999999,"(-0.028000000000000025, -0.014000000000000012)","(-0.06309999999999992, -0.05160000000000009)","(0.022399999999999975, 0.03290000000000015)"
43.828,45.008,"(-0.0472999999999999, -0.03550000000000009)","(-0.048000000000000036, -0.018899999999999917)","(-0.028200000000000006, 0.023700000000000058)"
54.538000000000004,54.56800000000001,"(-0.009600000000000051, -0.009600000000000051)","(-0.04919999999999991, -0.04919999999999991)","(0.01859999999999995, 0.01859999999999995)"
55.415,55.506,"(0.00019999999999997795, 0.0007000000000001451)","(-0.044599999999999966, -0.04259999999999997)","(0.019600000000000062, 0.02059999999999995)"
56.898,57.957,"(-0.011500000000000066, -0.0020999999999999908)","(-0.045199999999999914, -0.038900000000000164)","(0.018299999999999983, 0.02700000000000014)"
58.562,58.592,"(-0.00649999999999995, -0.00649999999999995)","(-0.01639999999999997, -0.01639999999999997)","(-0.0009000000000001228, -0.0009000000000001228)"
43.163,43.31399999999999,"(-0.028000000000000025, -0.014000000000000012)","(-0.06309999999999992, -0.05160000000000009)","(0.022399999999999975, 0.03290000000000015)"
43.828,44.978,"(-0.0472999999999999, -0.035900000000000036)","(-0.04760000000000009, -0.018899999999999917)","(-0.028200000000000006, 0.023700000000000058)"
49.364,49.395,"(-0.0129999999999999, -0.0129999999999999)","(-0.048599999999999983, -0.048599999999999983)","(-0.03069999999999995, -0.03069999999999995)"
56.898,57.86600000000001,"(-0.011500000000000066, -0.0020999999999999908)","(-0.045199999999999914, -0.04490000000000016)","(0.01970000000000005, 0.02700000000000014)"
63.343,63.705,"(-0.020399999999999974, -0.0040999999999999925)","(-0.035900000000000036, -0.029100000000000126)","(0.020500000000000185, 0.02760000000000007)"
65.763,65.913,"(-0.007700000000000041, -0.005100000000000104)","(-0.03530000000000011, -0.03329999999999988)","(0.019500000000000073, 0.024299999999999992)"
66.851,66.882,"(-0.005700000000000038, -0.005700000000000038)","(-0.026899999999999924, -0.026899999999999924)","(0.0222, 0.0222)"
31.121,31.18099999999999,"(0.017999999999999794, 0.01859999999999995)","(-0.02279999999999993, -0.021500000000000075)","(0.005399999999999849, 0.012299999999999978)"
31.06,31.18099999999999,"(0.01649999999999996, 0.01859999999999995)","(-0.026399999999999983, -0.021500000000000075)","(0.005399999999999849, 0.015800000000000036)"
31.877,31.938,"(-0.0190999999999999, -0.01739999999999986)","(-0.0046000000000001595, -0.0043000000000001926)","(0.003900000000000015, 0.006399999999999961)"
31.877,31.938000000000002,"(-0.0190999999999999, -0.01739999999999986)","(-0.0046000000000001595, -0.0043000000000001926)","(0.003900000000000015, 0.006399999999999961)"
58.50100000000001,59.833,"(-0.038899999999999935, 0.03279999999999994)","(-0.05359999999999987, -0.015300000000000091)","(-0.020399999999999974, 0.04939999999999989)"
58.80399999999999,59.833,"(-0.038899999999999935, 0.03279999999999994)","(-0.04980000000000006, -0.015300000000000091)","(-0.020399999999999974, 0.04939999999999989)"
65.763,67.487,"(-0.04509999999999992, 0.056200000000000035)","(-0.05730000000000012, -0.00869999999999993)","(-0.022399999999999975, 0.04400000000000004)"
65.763,67.789,"(-0.04509999999999992, 0.056200000000000035)","(-0.05730000000000012, -0.00869999999999993)","(-0.022399999999999975, 0.04400000000000004)"
59.01600000000001,59.924,"(-0.038899999999999935, 0.03279999999999994)","(-0.045499999999999874, -0.015300000000000091)","(-0.020399999999999974, 0.04939999999999989)"
66.21600000000001,67.85,"(-0.04509999999999992, 0.056200000000000035)","(-0.05730000000000012, -0.008099999999999996)","(-0.022399999999999975, 0.04400000000000004)"
85.76100000000002,87.395,"(-0.08850000000000002, -0.0414000000000001)","(-0.05679999999999996, -0.024000000000000018)","(0.030299999999999994, 0.14850000000000008)"
66.21600000000001,68.183,"(-0.04509999999999992, 0.056200000000000035)","(-0.05730000000000012, -0.008099999999999996)","(-0.022399999999999975, 0.04400000000000004)"
68.90899999999999,68.939,"(-0.009700000000000042, -0.009700000000000042)","(-0.03099999999999992, -0.03099999999999992)","(-0.0020999999999999908, -0.0020999999999999908)"
76.957,76.987,"(-0.007799999999999806, -0.007799999999999806)","(-0.03290000000000015, -0.03290000000000015)","(-0.0020999999999999908, -0.0020999999999999908)"
86.396,89.845,"(-0.08850000000000002, -0.011900000000000022)","(-0.06659999999999999, -0.03439999999999998)","(0.04610000000000003, 0.14949999999999994)"
90.359,93.748,"(-0.06630000000000003, 0.05010000000000003)","(-0.07079999999999997, 0.011299999999999866)","(-0.05600000000000005, 0.13560000000000014)"
90.359,93.77799999999999,"(-0.06630000000000003, 0.05010000000000003)","(-0.07079999999999997, 0.011299999999999866)","(-0.05600000000000005, 0.13560000000000014)"
94.959,94.98899999999999,"(-0.014699999999999937, -0.014699999999999937)","(-0.023800000000000043, -0.023800000000000043)","(-0.0016000000000000456, -0.0016000000000000456)"
97.83200000000001,97.863,"(-0.007000000000000117, -0.007000000000000117)","(-0.032399999999999984, -0.032399999999999984)","(-0.0062000000000002045, -0.0062000000000002045)"
99.46600000000001,99.49600000000001,"(-0.005899999999999793, -0.005899999999999793)","(-0.02849999999999997, -0.02849999999999997)","(-0.002300000000000191, -0.002300000000000191)"
34.025999999999996,37.837,"(-0.05209999999999981, 0.03359999999999985)","(-0.06599999999999984, 0.024399999999999974)","(-0.060799999999999965, 0.12319999999999998)"
38.473,38.533,"(-0.016199999999999992, -0.014000000000000012)","(-0.03769999999999985, -0.0363)","(-0.014299999999999981, -0.012499999999999956)"
34.025999999999996,37.836999999999996,"(-0.05209999999999981, 0.03359999999999985)","(-0.06599999999999984, 0.024399999999999974)","(-0.060799999999999965, 0.12319999999999998)"
37.777,37.837,"(-0.029999999999999805, -0.027700000000000058)","(-0.04360000000000008, -0.03970000000000007)","(-0.015300000000000091, -0.015000000000000124)"
38.473,38.503,"(-0.014000000000000012, -0.014000000000000012)","(-0.03769999999999985, -0.03769999999999985)","(-0.014299999999999981, -0.014299999999999981)"
64.12899999999999,65.49,"(-0.0394000000000001, 0.032200000000000006)","(-0.04530000000000012, -0.013300000000000091)","(0.012799999999999924, 0.03610000000000002)"
64.15899999999999,65.49,"(-0.0394000000000001, 0.032200000000000006)","(-0.04530000000000012, -0.013300000000000091)","(0.013100000000000113, 0.03610000000000002)"
26.159,26.795,"(-0.024000000000000018, 0.027100000000000124)","(-0.04669999999999997, -0.01869999999999994)","(-0.01639999999999997, 0.04220000000000002)"
26.159000000000002,26.795,"(-0.024000000000000018, 0.027100000000000124)","(-0.04669999999999997, -0.01869999999999994)","(-0.01639999999999997, 0.04220000000000002)"
26.341,26.401,"(-0.0033999999999998476, -0.002300000000000191)","(-0.032299999999999995, -0.03100000000000014)","(-0.01749999999999985, -0.016400000000000192)"
49.032,49.062,"(-0.03690000000000015, -0.03690000000000015)","(-0.03170000000000006, -0.03170000000000006)","(-0.019699999999999832, -0.019699999999999832)"
57.896,58.139,"(-0.041200000000000125, -0.0262)","(-0.040399999999999985, -0.03439999999999998)","(-0.02980000000000005, -0.008799999999999919)"
59.04600000000001,59.348,"(-0.016000000000000014, -0.0048999999999999036)","(-0.04580000000000006, -0.03279999999999994)","(0.02110000000000012, 0.02449999999999997)"
57.896,58.138999999999996,"(-0.041200000000000125, -0.0262)","(-0.040399999999999985, -0.03439999999999998)","(-0.02980000000000005, -0.008799999999999919)"
58.108000000000004,58.138999999999996,"(-0.041200000000000125, -0.041200000000000125)","(-0.03439999999999998, -0.03439999999999998)","(-0.008799999999999919, -0.008799999999999919)"
59.04600000000001,59.379,"(-0.016000000000000014, -0.0048999999999999036)","(-0.04580000000000006, -0.031400000000000095)","(0.020399999999999974, 0.02449999999999997)"
74.627,74.779,"(0.0034000000000000696, 0.006399999999999961)","(-0.0371999999999999, -0.035000000000000135)","(0.021700000000000053, 0.02320000000000011)"
76.14,76.655,"(-0.019900000000000032, -0.01660000000000017)","(-0.03159999999999985, -0.024599999999999955)","(-0.030400000000000205, -0.029900000000000038)"
59.257,59.348,"(-0.016000000000000014, -0.0048999999999999036)","(-0.04580000000000006, -0.0391999999999999)","(0.02249999999999996, 0.02449999999999997)"
74.627,74.748,"(0.0034000000000000696, 0.006399999999999961)","(-0.03660000000000019, -0.035000000000000135)","(0.022299999999999983, 0.02320000000000011)"
75.988,76.715,"(-0.019900000000000032, -0.013300000000000091)","(-0.03159999999999985, -0.023299999999999876)","(-0.030400000000000205, -0.028000000000000025)"
75.988,76.715,"(-0.019900000000000032, -0.013300000000000091)","(-0.03159999999999985, -0.023299999999999876)","(-0.030400000000000205, -0.02849999999999997)"
75.988,76.715,"(-0.02159999999999984, -0.013300000000000091)","(-0.03159999999999985, -0.022600000000000176)","(-0.030400000000000205, -0.026899999999999924)"
101.251,102.189,"(0.010599999999999945, 0.027800000000000047)","(-0.04830000000000001, -0.025600000000000067)","(0.017800000000000038, 0.033300000000000114)"
103.24799999999999,103.309,"(-0.026000000000000027, -0.019500000000000073)","(-0.040100000000000025, -0.03760000000000008)","(-0.027900000000000036, -0.02700000000000014)"
101.009,102.189,"(0.003499999999999837, 0.027800000000000047)","(-0.05609999999999982, -0.025600000000000067)","(0.017800000000000038, 0.033300000000000114)"
16.145,17.083,"(-0.02210000000000001, 0.031100000000000124)","(-0.05069999999999997, -0.011399999999999856)","(-0.023499999999999858, 0.01869999999999994)"
19.019000000000002,19.05,"(-0.01350000000000007, -0.01350000000000007)","(-0.05100000000000016, -0.05100000000000016)","(0.014699999999999937, 0.014699999999999937)"
16.145,17.083,"(-0.02210000000000001, 0.031100000000000124)","(-0.05069999999999997, -0.011399999999999856)","(-0.023499999999999858, 0.01869999999999994)"
